Date,Close/Last,Volume,Open,High,Low
5/25/2022,183.83,"28,030,190.00",180.40,185.45,179.32
5/24/2022,181.28,"50,406,270.00",180.55,183.68,176.11
5/23/2022,196.23,"25,059,160.00",195.19,196.99,191.24
5/20/2022,193.54,"31,465,570.00",194.97,197.91,187.87
5/19/2022,191.29,"24,446,940.00",191.20,195.29,189.60
5/18/2022,192.24,"23,959,970.00",200.00,201.00,191.63
5/17/2022,202.62,"24,872,730.00",202.12,205.46,198.36
5/16/2022,200.04,"27,112,600.00",197.05,205.37,195.93
5/13/2022,198.62,"24,549,840.00",192.58,199.89,191.28
5/12/2022,191.24,"38,262,230.00",187.06,198.05,184.78
5/11/2022,188.74,"31,153,380.00",196.33,200.67,188.27
5/10/2022,197.65,"34,452,490.00",199.51,202.96,194.19
5/9/2022,196.21,"36,303,200.00",199.84,202.57,195.58
5/6/2022,203.77,"34,747,160.00",207.34,209.38,201.02
5/5/2022,208.28,"41,129,190.00",218.74,220.17,206.16
5/4/2022,223.41,"41,375,880.00",210.65,224.30,206.96
5/3/2022,212.03,"41,556,270.00",210.45,214.90,208.09
5/2/2022,211.13,"49,915,290.00",201.17,211.88,200.99
4/29/2022,200.47,"49,193,430.00",204.46,212.48,199.90
4/28/2022,205.73,"100,890,600.00",202.92,208.53,192.90
4/27/2022,174.95,"71,062,890.00",174.43,181.21,169.00
4/26/2022,180.95,"31,747,430.00",186.63,187.19,179.50
4/25/2022,186.99,"29,281,060.00",182.73,187.18,181.66
4/22/2022,184.11,"36,426,770.00",190.37,192.72,183.27
4/21/2022,188.07,"49,954,080.00",201.60,202.97,185.58
4/20/2022,200.42,"43,036,530.00",213.61,214.16,198.92
4/19/2022,217.31,"20,089,870.00",210.52,218.43,209.00
4/18/2022,210.77,"16,580,790.00",210.00,213.38,208.30
4/14/2022,210.18,"18,379,460.00",214.89,214.99,210.00
4/13/2022,214.99,"19,231,820.00",211.82,216.61,211.33
4/12/2022,214.14,"20,128,830.00",220.24,222.03,213.13
4/11/2022,216.46,"20,516,590.00",218.42,220.61,215.22
